iteration,cooling_value,fitness,time
0,0.19,2069.72979912,6.36500000006e-06
10,0.19,2619.4854922,0.000103384
20,0.19,2168.81422362,4.0916e-05
30,0.19,2673.48163982,3.54849999999e-05
40,0.19,2667.78525732,6.183e-05
50,0.19,2804.47573921,4.081e-05
60,0.19,3257.59375863,5.55e-05
70,0.19,3047.22829148,5.56669999999e-05
80,0.19,3068.51245771,6.7163e-05
90,0.19,3145.05812537,7.1974e-05
100,0.19,3054.39108921,0.000105878
110,0.19,3241.97852816,4.11189999999e-05
120,0.19,3117.44854744,4.85609999999e-05
130,0.19,3374.16030205,9.7518e-05
140,0.19,3225.79433395,7.1295e-05
150,0.19,3279.96357831,7.6847e-05
160,0.19,3037.44201935,8.16570000001e-05
170,0.19,3387.60855607,8.25299999999e-05
180,0.19,3264.06164906,8.53940000001e-05
190,0.19,3223.55570865,9.2559e-05
200,0.19,3120.27348795,0.000100322
210,0.19,3061.09185047,9.05670000001e-05
220,0.19,2913.55354719,0.000111774
230,0.19,3188.37469876,0.000174669
240,0.19,3008.86237487,0.000119924
250,0.19,3099.62281706,0.000130993
260,0.19,3047.68733621,0.00012423
270,0.19,3135.09708862,0.000126454
280,0.19,3207.82398748,0.000133628
290,0.19,2958.10132432,0.000148536
300,0.19,3400.66753539,0.000123527
310,0.19,3236.03904639,0.000142698
320,0.19,3127.91330234,0.000117559
330,0.19,3197.90123468,0.000128484
340,0.19,2877.79715578,0.000159486
350,0.19,2840.31708353,0.000179676
360,0.19,2971.03396635,0.000186672
370,0.19,3344.83046588,0.001092394
380,0.19,3126.98329653,0.00025493
390,0.19,2923.22139464,0.000192433
400,0.19,3264.57664767,0.000184107
410,0.19,2957.94522882,0.000228178
420,0.19,2984.82100464,0.000278673
430,0.19,2883.6485807,0.000183393
440,0.19,3147.6425677,0.000229698
450,0.19,3080.31040506,0.000217652
460,0.19,3107.14989878,0.00027628
470,0.19,3209.67170651,0.000257766
480,0.19,2958.20830211,0.000298219
490,0.19,2911.58929916,0.000245341
500,0.19,3342.06744947,0.000294218
510,0.19,3137.40439513,0.000296195
520,0.19,3065.20370631,0.000337182
530,0.19,2677.59789605,0.00032264
540,0.19,2673.01877172,0.0004873
550,0.19,3163.24600097,0.000451722
560,0.19,3200.05281713,0.000381717
570,0.19,3334.07391346,0.000371221
580,0.19,2989.54502614,0.000346198
590,0.19,3022.25806422,0.000423694
600,0.19,2878.92121241,0.000394672
610,0.19,3026.41281869,0.000412126
620,0.19,3168.7866549,0.000398854
630,0.19,3358.09936047,0.000418584
640,0.19,3086.6468846,0.000415739
650,0.19,3041.08733084,0.000479067
660,0.19,3177.67081945,0.000470745
670,0.19,3214.28421399,0.000452779
680,0.19,2949.52762474,0.000604188
690,0.19,3263.60055248,0.000412783
700,0.19,2907.99953004,0.000402649
710,0.19,3063.3029916,0.000375439
720,0.19,3191.231073,0.000390549
730,0.19,3189.37989916,0.00040398
740,0.19,3058.71254713,0.000492913
750,0.19,3105.01412127,0.000418091
760,0.19,3174.82393348,0.000529401
770,0.19,3184.52650066,0.000549068
780,0.19,3206.04963849,0.000559926
790,0.19,3156.8418386,0.000483686
800,0.19,3321.76891425,0.000610028
810,0.19,3188.40359471,0.000514916
820,0.19,2945.84797787,0.000677203
830,0.19,3385.5720432,0.000513093
840,0.19,3006.86926799,0.000511465
850,0.19,3211.98179099,0.000651037
860,0.19,3295.37152624,0.000650603
870,0.19,2912.22691699,0.000842897
880,0.19,3048.48005679,0.00079018
890,0.19,2937.26896453,0.001057395
900,0.19,3078.36930874,0.000582025
910,0.19,2820.94307488,0.000616037
920,0.19,3204.2895225,0.000584435
930,0.19,3165.21782323,0.000676796
940,0.19,3183.92718993,0.001133467
950,0.19,3061.74100841,0.000769634
960,0.19,3014.05214988,0.000697319
970,0.19,3023.20209741,0.000752067
980,0.19,3031.57803613,0.000763658
990,0.19,2985.71781322,0.000731968
1000,0.19,2881.65656684,0.000631021
1010,0.19,3235.0720269,0.000764074
1020,0.19,2803.69295397,0.000986101
1030,0.19,3106.97582331,0.001061594
1040,0.19,3140.99249466,0.000712954
1050,0.19,3275.73175476,0.000934549
1060,0.19,3382.42138558,0.000818805
1070,0.19,3247.08895989,0.000879287
1080,0.19,3160.8265832,0.00087213
1090,0.19,2972.59846753,0.000904429
1100,0.19,3131.82029982,0.001122767
1110,0.19,3361.68380882,0.000878603
1120,0.19,3173.10333285,0.00090206
1130,0.19,3195.70467879,0.004592868
1140,0.19,3143.56681728,0.000960244
1150,0.19,3141.25051219,0.000822481
1160,0.19,2992.15017999,0.00086066
1170,0.19,3379.25180758,0.000881556
1180,0.19,3206.49043936,0.000846665
1190,0.19,3267.96407755,0.000890429
1200,0.19,3402.37639335,0.000821723
1210,0.19,3425.45284592,0.000832974
1220,0.19,3204.1557849,0.000815177
1230,0.19,3112.84839541,0.000848331
1240,0.19,3137.20166849,0.000878128
1250,0.19,2808.56033997,0.000840315
1260,0.19,2827.4885868,0.000858657
1270,0.19,2945.24480211,0.001015794
1280,0.19,3155.04432836,0.001058055
1290,0.19,2978.30501025,0.000886839
1300,0.19,2935.0781396,0.000878017
1310,0.19,3014.70352264,0.000952411
1320,0.19,3309.87821991,0.000901626
1330,0.19,2989.45651181,0.001108755
1340,0.19,3088.41057393,0.000944758
1350,0.19,2913.0194198,0.001159565
1360,0.19,2919.44709682,0.001149538
1370,0.19,3120.45319229,0.001320373
1380,0.19,3176.79743694,0.001149519
1390,0.19,3391.23721233,0.001110262
1400,0.19,3093.24503701,0.001150204
1410,0.19,3132.96823974,0.001211335
1420,0.19,3296.97721667,0.001217389
1430,0.19,2925.39235355,0.001189859
1440,0.19,3405.91978369,0.001294182
1450,0.19,3199.80026803,0.001122263
1460,0.19,3415.01758418,0.001017053
1470,0.19,3143.64113153,0.001235019
1480,0.19,3052.48291731,0.001277177
1490,0.19,3191.02540228,0.00124184
1500,0.19,2858.16178182,0.001058647
1510,0.19,3190.18888118,0.001081979
1520,0.19,2870.11723544,0.001079963
1530,0.19,3123.19253742,0.001111505
1540,0.19,3473.05245356,0.001106597
1550,0.19,3233.8146657,0.001128558
1560,0.19,3091.55257311,0.001105461
1570,0.19,3062.21383814,0.001291481
1580,0.19,2939.04858572,0.001144248
1590,0.19,3233.24303286,0.001348185
1600,0.19,2960.15991538,0.001398632
1610,0.19,2946.50717234,0.001370373
1620,0.19,2718.1969252,0.001172179
1630,0.19,3182.69135726,0.001365715
1640,0.19,3023.11074766,0.001422439
1650,0.19,3121.09316618,0.001195683
1660,0.19,3144.18736232,0.001433455
1670,0.19,3118.88226678,0.001413389
1680,0.19,3286.74711465,0.001379382
1690,0.19,3146.14375729,0.002148004
1700,0.19,3158.4200974,0.001426182
1710,0.19,3363.03608725,0.00147338
1720,0.19,3102.38547602,0.00143372
1730,0.19,2901.08290595,0.001790296
1740,0.19,2793.31855524,0.001374444
1750,0.19,2934.33116165,0.001475828
1760,0.19,2817.36210401,0.00166873
1770,0.19,3138.75041029,0.001725292
1780,0.19,2967.58332753,0.001668456
1790,0.19,2866.59451523,0.001324978
1800,0.19,3092.72741368,0.001582662
1810,0.19,3139.00018504,0.001438505
1820,0.19,3219.91081172,0.00139828
1830,0.19,3342.53141355,0.001404186
1840,0.19,3399.04566818,0.001706613
1850,0.19,2972.18958957,0.001490809
1860,0.19,3192.39145824,0.00155711
1870,0.19,3104.26276235,0.001475725
1880,0.19,3047.77590715,0.001730443
1890,0.19,3093.93505266,0.00180411
1900,0.19,2930.67507898,0.001434089
1910,0.19,2927.78438657,0.001438518
1920,0.19,3093.67429966,0.00141587
1930,0.19,3000.59966417,0.001673063
1940,0.19,3117.9686947,0.00158059
1950,0.19,2863.7497315,0.001907872
1960,0.19,3261.20401404,0.001766729
1970,0.19,3138.79742067,0.002277823
1980,0.19,3324.90614051,0.001963601
1990,0.19,2961.21397834,0.001987033
2000,0.19,3063.77602645,0.00180629
2010,0.19,3057.68695845,0.00176482
2020,0.19,3149.40198188,0.00219376
2030,0.19,3287.57914429,0.00223498
2040,0.19,3221.72069757,0.001752853
2050,0.19,3199.41726021,0.001883881
2060,0.19,3037.18343677,0.001996419
2070,0.19,2859.94914497,0.001721455
2080,0.19,3210.22791553,0.001629921
2090,0.19,2869.90626475,0.001660343
2100,0.19,3318.83557367,0.001747595
2110,0.19,3044.27935195,0.001713624
2120,0.19,2811.41932962,0.002271242
2130,0.19,3202.50298891,0.001738651
2140,0.19,3326.26764332,0.001767828
2150,0.19,3153.83368096,0.001682988
2160,0.19,3008.04671696,0.001687423
2170,0.19,3375.6700524,0.002063148
2180,0.19,3018.82661847,0.001998693
2190,0.19,3130.59576688,0.003543502
2200,0.19,2988.50356079,0.001831094
2210,0.19,3231.95439324,0.001675121
2220,0.19,3210.20068922,0.001665604
2230,0.19,3159.16826745,0.001674957
2240,0.19,3059.46089051,0.001688081
2250,0.19,3139.66055923,0.00169346
2260,0.19,3087.54398155,0.001762977
2270,0.19,3101.70511442,0.001741103
2280,0.19,3415.86153142,0.001778589
2290,0.19,3226.9006515,0.001728607
2300,0.19,3083.36888359,0.001765974
2310,0.19,3182.36190764,0.001773782
2320,0.19,3349.91783314,0.001756698
2330,0.19,3202.66735207,0.001777089
2340,0.19,3281.83618669,0.001818183
2350,0.19,2894.24763605,0.001844161
2360,0.19,3098.56438667,0.001845613
2370,0.19,2831.51724427,0.001932251
2380,0.19,3395.05441395,0.001821912
2390,0.19,3113.76848327,0.001810178
2400,0.19,3340.15080195,0.001938146
2410,0.19,3158.25787997,0.001891314
2420,0.19,3390.45600089,0.00184125
2430,0.19,2960.67145457,0.001852391
2440,0.19,3256.42436557,0.001898438
2450,0.19,3060.71612495,0.001960086
2460,0.19,3086.93107348,0.001882621
2470,0.19,3293.73859618,0.001877813
2480,0.19,3094.82619338,0.001963218
2490,0.19,3180.70353101,0.001895387
2500,0.19,3152.89375101,0.002005456
2510,0.19,3008.4075233,0.002373288
2520,0.19,3271.83023311,0.002363364
2530,0.19,3009.78807986,0.002154761
2540,0.19,2965.53327901,0.002075724
2550,0.19,3039.38710828,0.002010811
2560,0.19,3105.9175468,0.002005402
2570,0.19,3262.16540502,0.002147566
2580,0.19,2895.87254238,0.00198323
2590,0.19,3392.99918022,0.002106205
2600,0.19,3018.80257083,0.002565412
2610,0.19,2825.98790841,0.002292525
2620,0.19,3105.52162279,0.002515974
2630,0.19,3042.12995272,0.002239523
2640,0.19,3030.80209533,0.003313057
2650,0.19,2890.47784003,0.002358661
2660,0.19,3151.94889585,0.003323386
2670,0.19,3319.34623528,0.002335616
2680,0.19,3267.5000831,0.002177423
2690,0.19,3279.30125844,0.002706075
2700,0.19,3493.45410481,0.002735037
2710,0.19,3220.44543062,0.002342213
2720,0.19,3066.60860601,0.002268106
2730,0.19,3084.63138685,0.002397453
2740,0.19,3107.46692831,0.002129313
2750,0.19,3099.18770963,0.002071871
2760,0.19,3063.60793444,0.002223993
2770,0.19,2889.5557259,0.002326762
2780,0.19,3106.53037115,0.036572839
2790,0.19,3213.39385899,0.00275502
2800,0.19,3208.00107371,0.002793562
2810,0.19,3131.94734879,0.002638973
2820,0.19,3151.8872111,0.002638868
2830,0.19,2785.05768122,0.003217001
2840,0.19,2997.6556795,0.002383747
2850,0.19,3231.68792793,0.003117935
2860,0.19,2999.47124404,0.002426623
2870,0.19,3033.24206965,0.002539944
2880,0.19,3334.03439171,0.002890731
2890,0.19,3430.76089172,0.002535486
2900,0.19,3219.40484538,0.002766335
2910,0.19,3081.9651295,0.002484065
2920,0.19,3226.36836138,0.002579509
2930,0.19,2783.4214644,0.003129674
2940,0.19,3386.95436492,0.002687116
2950,0.19,3112.59911585,0.002583963
2960,0.19,3113.95194197,0.009906739
2970,0.19,3179.273119,0.002762578
2980,0.19,3272.70252939,0.003209378
2990,0.19,3093.79688451,0.003699529
3000,0.19,3053.69639914,0.003203262
3010,0.19,3013.5108449,0.0070442
3020,0.19,3047.80502869,0.00311218
3030,0.19,3074.11796216,0.002778976
3040,0.19,3129.25534503,0.00285554
3050,0.19,3015.76065287,0.003839211
3060,0.19,3127.75920787,0.003367502
3070,0.19,3280.50414699,0.003912174
3080,0.19,3158.84754634,0.003711014
3090,0.19,2947.80607235,0.002626269
3100,0.19,3375.52073491,0.004858627
3110,0.19,3158.63947868,0.003074411
3120,0.19,3091.83355379,0.003086981
3130,0.19,3210.87655198,0.002997456
3140,0.19,3216.14208327,0.003130169
3150,0.19,3275.11697925,0.003005932
3160,0.19,2846.1957824,0.003025164
3170,0.19,3143.67260847,0.002918607
3180,0.19,3285.23410922,0.002804365
3190,0.19,3058.00287473,0.003569246
3200,0.19,3234.34083485,0.00323775
3210,0.19,2917.61524535,0.002727823
3220,0.19,3389.62320409,0.002933299
3230,0.19,2874.36663308,0.002915786
3240,0.19,2902.84499204,0.003532344
3250,0.19,3135.29904933,0.002719861
3260,0.19,2907.09373869,0.003233395
3270,0.19,3082.46269302,0.002906382
3280,0.19,2925.55603834,0.003590312
3290,0.19,2924.46532635,0.003542766
3300,0.19,3441.54909499,0.002988751
3310,0.19,3393.28869472,0.0032699
3320,0.19,3179.66045993,0.003437714
3330,0.19,3157.95792708,0.003568802
3340,0.19,3352.18810993,0.004080847
3350,0.19,3301.40178157,0.002980477
3360,0.19,3065.64859031,0.003827642
3370,0.19,2929.39118218,0.003734752
3380,0.19,3222.48072577,0.003065664
3390,0.19,3037.14039726,0.003140886
3400,0.19,3328.98499487,0.003713517
3410,0.19,3178.56260996,0.003378924
3420,0.19,3031.51329035,0.003037501
3430,0.19,3201.88771708,0.002991906
3440,0.19,3123.59454795,0.00261149
3450,0.19,2950.13565036,0.002693372
3460,0.19,2952.2643932,0.003091922
3470,0.19,3049.6972331,0.003262572
3480,0.19,3097.59624917,0.003067375
3490,0.19,3226.9564016,0.002631713
3500,0.19,3041.48549586,0.002704469
3510,0.19,3285.74178816,0.002714663
3520,0.19,2931.12060061,0.003261296
3530,0.19,3348.69271038,0.003226488
3540,0.19,2817.97773496,0.002978005
3550,0.19,3052.95070646,0.00279656
3560,0.19,3272.01058743,0.00282494
3570,0.19,2771.77063618,0.002804772
3580,0.19,3272.12282611,0.002887819
3590,0.19,3070.45330254,0.002938822
3600,0.19,3181.05857367,0.00276649
3610,0.19,2991.16563487,0.002862172
3620,0.19,3183.47034788,0.002829951
3630,0.19,3088.11313585,0.003022315
3640,0.19,2798.75286008,0.003303774
3650,0.19,3063.86317972,0.003597237
3660,0.19,3001.44538591,0.002993069
3670,0.19,3275.01268874,0.004868269
3680,0.19,2982.99098391,0.004075505
3690,0.19,3154.53359409,0.003700569
3700,0.19,3216.73572564,0.003182146
3710,0.19,3166.90192574,0.00295129
3720,0.19,2792.16467779,0.003845101
3730,0.19,2878.77613724,0.003256161
3740,0.19,3371.93711982,0.00333497
3750,0.19,3383.22481242,0.003315628
3760,0.19,3243.33458242,0.003530081
3770,0.19,3389.16869178,0.003318468
3780,0.19,2878.40748125,0.003498547
3790,0.19,3266.52584808,0.00310121
3800,0.19,3228.32370583,0.003327701
3810,0.19,3300.2320456,0.003715137
3820,0.19,3232.98165297,0.003511706
3830,0.19,3108.57969952,0.003241776
3840,0.19,3147.50450523,0.004763841
3850,0.19,3097.48770704,0.003332497
3860,0.19,3279.21606057,0.004728975
3870,0.19,2880.53581975,0.004062902
3880,0.19,2901.72405942,0.003851582
3890,0.19,3266.62523817,0.003484819
3900,0.19,2857.78665558,0.003118946
3910,0.19,2569.77496317,0.003140972
3920,0.19,3303.28718176,0.00313394
3930,0.19,3065.72540049,0.003727048
3940,0.19,3188.22066,0.003430006
3950,0.19,3292.50334451,0.003539472
3960,0.19,3055.16946302,0.003163395
3970,0.19,2548.6262395,0.003174393
3980,0.19,3276.79673615,0.003548469
3990,0.19,3066.03945469,0.003275645
4000,0.19,3260.15288196,0.003688003
4010,0.19,3334.9998465,0.003193241
4020,0.19,3010.61445915,0.003410492
4030,0.19,2879.09770686,0.003244766
4040,0.19,3022.872977,0.003311395
4050,0.19,3138.32457302,0.003255178
4060,0.19,2886.51956331,0.003422667
4070,0.19,3227.43848814,0.003313871
4080,0.19,3268.05762022,0.003289852
4090,0.19,3044.00653793,0.003794692
4100,0.19,3169.61853226,0.003507362
4110,0.19,2870.78773525,0.003441318
4120,0.19,3004.31228067,0.003309476
4130,0.19,3262.64094814,0.003388694
4140,0.19,3365.21814963,0.00332294
4150,0.19,2991.47205634,0.004173955
4160,0.19,3284.85067789,0.003638499
4170,0.19,3210.18291217,0.003844614
4180,0.19,3309.12431277,0.004259104
4190,0.19,3189.63314687,0.00476892
4200,0.19,3293.47354152,0.007865388
4210,0.19,3091.4004458,0.003826279
4220,0.19,3200.19552129,0.003926214
4230,0.19,3426.00255816,0.004515592
4240,0.19,3348.97360554,0.004809882
4250,0.19,3188.06846043,0.004485405
4260,0.19,2878.84862465,0.004389952
4270,0.19,3302.84591031,0.003684289
4280,0.19,3183.62364987,0.003584667
4290,0.19,3143.10510327,0.003712146
4300,0.19,3293.58682092,0.004072179
4310,0.19,3294.52679269,0.003611893
4320,0.19,2810.58133102,0.004121758
4330,0.19,3118.88325877,0.003423042
4340,0.19,3027.67896467,0.00398936
4350,0.19,3001.85876118,0.00406354
4360,0.19,2913.06647548,0.003466178
4370,0.19,2926.69492449,0.003542648
4380,0.19,3283.19770741,0.004019375
4390,0.19,2962.58677655,0.003669441
4400,0.19,3147.75854757,0.004220737
4410,0.19,3012.62481162,0.003940198
4420,0.19,3189.06010662,0.003934756
4430,0.19,3127.23640019,0.004740786
4440,0.19,3267.99295491,0.004305569
4450,0.19,3116.97764954,0.004532525
4460,0.19,3256.7413449,0.005266742
4470,0.19,2991.03700987,0.004924666
4480,0.19,3223.45820329,0.006123877
4490,0.19,3240.99495834,0.004309153
4500,0.19,2944.98068723,0.004225421
4510,0.19,3336.30360064,0.00721468
4520,0.19,3059.33345988,0.005001359
4530,0.19,3335.05859762,0.004724261
4540,0.19,3383.73197687,0.004645493
4550,0.19,3143.37113072,0.006108921
4560,0.19,2826.80285528,0.005483318
4570,0.19,3388.53937281,0.006102463
4580,0.19,3248.07083803,0.005043419
4590,0.19,3144.27889408,0.006429643
4600,0.19,3234.55676278,0.006062863
4610,0.19,2856.50811253,0.007266166
4620,0.19,3249.27354848,0.006435218
4630,0.19,3179.84941577,0.005706504
4640,0.19,3252.33196492,0.005454052
4650,0.19,2971.37942985,0.00567957
4660,0.19,3100.26449575,0.004709321
4670,0.19,2789.29595507,0.006748395
4680,0.19,2985.54670795,0.004983781
4690,0.19,2919.79621638,0.00519781
4700,0.19,2760.85888717,0.006236885
4710,0.19,3072.22722003,0.004933346
4720,0.19,3384.11577092,0.005287367
4730,0.19,2687.06678977,0.004594198
4740,0.19,3302.03493274,0.004608984
4750,0.19,3133.60403701,0.004608207
4760,0.19,2966.69079789,0.005162539
4770,0.19,3181.63869028,0.005070715
4780,0.19,3242.62653187,0.004508953
4790,0.19,3445.27574935,0.004474293
4800,0.19,2783.42135264,0.004837482
4810,0.19,2982.94264615,0.004572447
4820,0.19,3159.19511385,0.004799804
4830,0.19,2886.3287277,0.004630602
4840,0.19,3330.12937826,0.004611198
4850,0.19,3123.64762983,0.004812279
4860,0.19,3171.6599037,0.00475648
4870,0.19,3197.92986491,0.004524747
4880,0.19,3307.25109767,0.004701332
4890,0.19,3208.9220835,0.004562587
4900,0.19,3269.05144144,0.004866305
4910,0.19,3357.68780771,0.005608375
4920,0.19,3304.34463413,0.005424162
4930,0.19,2828.83539179,0.00496285
4940,0.19,3415.67076356,0.005831483
4950,0.19,3234.25934144,0.005887835
4960,0.19,3073.75986986,0.009345738
4970,0.19,3247.70298043,0.004765564
4980,0.19,3016.44291493,0.003971134
4990,0.19,3205.33881453,0.004740412
0,0.38,1749.6741928,7.44299999988e-06
10,0.38,2413.60749896,8.66900000007e-06
